City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Kemijarvi,FI,2022-06-12 22:44:10,66.7131,27.4306,52.05,87,100,3.44
294,Fairbanks,US,2022-06-12 22:42:16,64.8378,-147.7164,67.01,50,20,1.01
295,Naze,JP,2022-06-12 22:42:53,28.3667,129.4833,70.72,91,100,22.06
296,Aljezur,PT,2022-06-12 22:44:12,37.3191,-8.8033,70.54,59,1,4.74
297,Khanpur,PK,2022-06-12 22:44:12,28.6453,70.6567,90.66,46,64,12.28
298,Chiredzi,ZW,2022-06-12 22:44:13,-21.05,31.6667,56.43,66,0,2.33
299,Hithadhoo,MV,2022-06-12 22:44:13,-0.6,73.0833,83.62,73,100,9.04
300,Saurimo,AO,2022-06-12 22:44:14,-9.6608,20.3916,60.06,54,1,4.18
301,Kaeo,NZ,2022-06-12 22:44:14,-35.1,173.7833,59.32,80,62,20.24
302,Chekhov,RU,2022-06-12 22:44:15,55.1431,37.4711,58.95,93,8,5.3
303,Makakilo City,US,2022-06-12 22:44:15,21.3469,-158.0858,83.95,55,0,21.85
304,Souillac,MU,2022-06-12 22:44:15,-20.5167,57.5167,71.98,88,75,12.66
305,Nurota,UZ,2022-06-12 22:44:16,40.5614,65.6886,70.2,53,2,3.49
306,Aykhal,RU,2022-06-12 22:40:52,66.0,111.5,58.82,44,24,8.37
307,Winnemucca,US,2022-06-12 22:44:17,40.973,-117.7357,72.1,41,79,31.83
308,Krasnoselkup,RU,2022-06-12 22:44:17,65.7,82.4667,63.14,76,71,6.64
309,Kaseda,JP,2022-06-12 22:44:18,31.4167,130.3167,69.26,89,100,12.97
310,Nanzhou,CN,2022-06-12 22:44:18,29.3596,112.4024,68.58,93,98,3.6
311,Touros,BR,2022-06-12 22:39:29,-5.1989,-35.4608,76.95,83,42,9.15
312,Najran,SA,2022-06-12 22:44:19,17.4924,44.1277,83.05,29,83,7.83
313,Zhigansk,RU,2022-06-12 22:44:19,66.7697,123.3711,50.27,95,100,4.85
314,Sept-Iles,CA,2022-06-12 22:42:44,50.2001,-66.3821,61.32,63,75,9.22
315,Brownsville,US,2022-06-12 22:44:20,25.9018,-97.4975,95.09,62,0,21.85
316,Taksimo,RU,2022-06-12 22:44:20,56.3444,114.8794,64.09,42,18,0.49
317,Toktogul,KG,2022-06-12 22:44:21,41.8708,72.9402,62.69,76,9,0.94
318,Mahbubnagar,IN,2022-06-12 22:44:21,16.7333,77.9833,79.02,61,99,9.24
319,Rawson,AR,2022-06-12 22:44:21,-43.3002,-65.1023,57.79,29,100,8.77
320,Ulladulla,AU,2022-06-12 22:44:22,-35.35,150.4667,50.58,63,4,4.18
321,Vila Franca Do Campo,PT,2022-06-12 22:44:22,37.7167,-25.4333,65.19,84,49,3.18
322,Lishan,CN,2022-06-12 22:44:23,31.8576,113.2951,70.86,80,100,3.47
323,Piskavica,BA,2022-06-12 22:44:23,44.8681,16.9736,58.23,78,0,3.31
324,Mumford,GH,2022-06-12 22:45:24,5.2618,-0.759,77.13,82,66,8.21
325,Severnyy,RU,2022-06-12 22:45:24,50.677,36.5532,60.84,88,0,6.71
326,Asmara,ER,2022-06-12 22:45:25,15.3333,38.9333,65.97,49,98,5.75
327,Flinders,AU,2022-06-12 22:45:25,-34.5833,150.8552,54.37,74,3,7.38
328,Margate,GB,2022-06-12 22:45:26,51.3813,1.3862,61.7,62,90,4.0
329,Whyalla,AU,2022-06-12 22:45:26,-33.0333,137.5833,51.6,76,71,6.33
330,Port Lincoln,AU,2022-06-12 22:43:06,-34.7333,135.8667,52.65,79,99,10.89
331,Okhotsk,RU,2022-06-12 22:45:28,59.3833,143.3,45.1,85,100,6.62
332,Rapar,IN,2022-06-12 22:45:28,23.5667,70.6333,85.46,62,72,6.35
333,Tutoia,BR,2022-06-12 22:45:28,-2.7619,-42.2744,77.97,82,95,6.71
334,Morant Bay,JM,2022-06-12 22:45:29,17.8815,-76.4093,82.02,83,97,12.77
335,Batticaloa,LK,2022-06-12 22:44:39,7.7102,81.6924,80.31,78,100,5.55
336,Lieksa,FI,2022-06-12 22:45:30,63.3167,30.0167,49.23,95,51,4.05
337,Chicama,PE,2022-06-12 22:45:30,-7.8447,-79.1469,59.54,77,27,8.95
338,Yanaul,RU,2022-06-12 22:45:30,56.2719,54.9309,48.61,95,99,8.12
339,Kabala,SL,2022-06-12 22:45:31,9.5833,-11.55,71.92,96,94,4.94
340,Vestmannaeyjar,IS,2022-06-12 22:45:31,63.4427,-20.2734,46.81,90,100,10.11
341,Araxa,BR,2022-06-12 22:45:32,-19.5933,-46.9406,55.76,57,94,5.68
342,Baghdad,IQ,2022-06-12 22:43:54,33.3406,44.4009,82.31,24,0,2.3
343,Ekibastuz,KZ,2022-06-12 22:45:33,51.6667,75.3667,69.37,46,86,10.11
344,Half Moon Bay,US,2022-06-12 22:43:48,37.4636,-122.4286,76.8,85,100,21.85
345,Pangnirtung,CA,2022-06-12 22:45:33,66.1451,-65.7125,32.76,92,97,1.74
346,Batagay-Alyta,RU,2022-06-12 22:45:34,67.8006,130.4114,63.63,36,97,16.67
347,Plettenberg Bay,ZA,2022-06-12 22:45:34,-34.0527,23.3716,66.22,51,100,0.94
348,Marabba,SD,2022-06-12 22:45:35,12.35,32.1833,85.03,50,65,10.13
349,Labuan,MY,2022-06-12 22:45:36,5.2767,115.2417,77.36,100,40,0.0
350,Santa Cruz,BO,2022-06-12 22:44:06,-17.8,-63.1667,64.45,36,0,9.22
351,San Patricio,US,2022-06-12 22:45:36,28.017,-97.5169,100.54,48,51,20.36
352,Hami,CN,2022-06-12 22:45:37,42.8,93.45,79.57,11,0,8.19
353,Talnakh,RU,2022-06-12 22:45:38,69.4865,88.3972,60.21,45,99,4.18
354,Moura,PT,2022-06-12 22:45:38,38.1401,-7.4486,78.91,31,0,12.35
355,Boguchany,RU,2022-06-12 22:45:39,58.3814,97.4531,62.82,92,89,3.42
356,Nuuk,GL,2022-06-12 22:45:39,64.1835,-51.7216,31.87,73,100,13.0
357,Mayumba,GA,2022-06-12 22:45:40,-3.432,10.6554,74.89,89,2,6.15
358,Codrington,AU,2022-06-12 22:45:40,-38.2667,141.9667,53.65,82,99,4.23
359,Champerico,GT,2022-06-12 22:45:41,14.3,-91.9167,77.54,70,74,2.73
360,Kyabe,TD,2022-06-12 22:45:41,9.4515,18.9449,75.13,79,100,10.13
361,Bubaque,GW,2022-06-12 22:45:42,11.2833,-15.8333,80.71,80,73,11.83
362,Portland,US,2022-06-12 22:41:23,45.5234,-122.6762,59.22,82,100,8.05
363,Viransehir,TR,2022-06-12 22:45:42,37.2353,39.7631,70.72,49,0,8.9
364,Chuy,UY,2022-06-12 22:45:43,-33.6971,-53.4616,47.86,91,2,6.51
365,Tengzhou,CN,2022-06-12 22:46:44,35.0771,117.1518,73.02,72,54,8.16
366,Cooma,AU,2022-06-12 22:46:44,-36.2333,149.1333,37.17,93,100,5.75
367,Caravelas,BR,2022-06-12 22:46:45,-17.7125,-39.2481,72.99,89,100,4.65
368,Olinda,BR,2022-06-12 22:46:46,-8.0089,-34.8553,78.53,83,0,6.91
369,Orneta,PL,2022-06-12 22:46:46,54.1148,20.1333,54.16,89,91,5.68
370,Huarmey,PE,2022-06-12 22:46:47,-10.0681,-78.1522,65.52,79,14,11.88
371,Esil,KZ,2022-06-12 22:46:48,51.9556,66.4042,59.16,80,93,2.26
372,Vaitape,PF,2022-06-12 22:46:48,-16.5167,-151.75,79.84,74,42,23.58
373,Killybegs,IE,2022-06-12 22:46:49,54.6333,-8.45,52.27,87,98,15.12
374,Chara,RU,2022-06-12 22:46:49,56.9064,118.2631,58.1,52,4,1.79
375,Buzmeyin,TM,2022-06-12 22:46:49,38.0507,58.2056,74.93,53,20,0.0
376,Klyuchi,RU,2022-06-12 22:46:50,52.2667,79.1667,69.6,43,99,5.64
377,Corinto,GR,2022-06-12 22:46:51,37.9407,22.9573,74.41,66,27,3.15
378,Olga,RU,2022-06-12 22:46:51,43.7444,135.2892,57.42,69,61,4.03
379,Tazovskiy,RU,2022-06-12 22:46:52,67.4667,78.7,54.18,86,100,10.49
380,Salalah,OM,2022-06-12 22:46:52,17.0151,54.0924,86.09,84,75,5.75
381,Kargil,IN,2022-06-12 22:46:53,34.5667,76.1,49.35,52,68,5.37
382,Pontianak,ID,2022-06-12 22:46:53,-0.0333,109.3333,75.18,94,20,3.44
383,Filadelfia,US,2022-06-12 22:43:18,39.9523,-75.1638,78.22,80,75,12.66
384,Kavaratti,IN,2022-06-12 22:46:54,10.5669,72.642,82.92,71,100,20.02
385,Iskateley,RU,2022-06-12 22:46:54,67.6803,53.1512,45.34,58,71,7.09
386,Foki,RU,2022-06-12 22:46:55,56.693,54.3499,48.76,96,97,5.41
387,Shingu,JP,2022-06-12 22:46:55,33.7333,135.9833,71.06,48,100,4.72
388,Santa Fe,AR,2022-06-12 22:46:56,-31.6333,-60.7,59.02,57,0,1.01
389,Astana,KZ,2022-06-12 22:44:48,51.1801,71.446,57.15,67,0,4.47
390,Na Wa,TH,2022-06-12 22:46:57,17.4897,104.1006,77.43,88,100,1.81
391,Ust-Nera,RU,2022-06-12 22:46:57,64.5667,143.2,59.2,44,8,5.57
392,Wau,SS,2022-06-12 22:46:57,7.7029,27.9953,73.4,76,44,3.96
393,Cayenne,GF,2022-06-12 22:46:58,4.9333,-52.3333,82.09,1,0,2.3
394,Pomabamba,PE,2022-06-12 22:46:58,-8.8333,-77.4667,52.99,57,33,3.87
395,Setubal,PT,2022-06-12 22:46:40,38.5244,-8.8882,74.55,58,3,3.74
396,Hamilton,US,2022-06-12 22:42:38,39.1834,-84.5333,82.26,77,0,9.22
397,Dali,CN,2022-06-12 22:46:59,25.7,100.1833,62.19,92,91,4.05
398,Mandera,KE,2022-06-12 22:46:59,3.9366,41.867,79.83,61,100,16.6
399,Griffith,US,2022-06-12 22:47:00,41.5284,-87.4237,77.49,79,75,8.05
400,Quesnel,CA,2022-06-12 22:45:24,52.9999,-122.5029,64.9,39,75,8.05
401,Shirgaon,IN,2022-06-12 22:47:00,19.7,72.7,82.78,78,69,13.76
402,Saldanha,ZA,2022-06-12 22:44:10,-33.0117,17.9442,57.25,91,100,16.4
403,Puerto Suarez,BO,2022-06-12 22:47:01,-18.95,-57.8,55.6,38,1,3.29
404,Wahiawa,US,2022-06-12 22:47:02,21.5028,-158.0236,82.15,60,0,14.97
405,Quatre Cocos,MU,2022-06-12 22:47:02,-20.2078,57.7625,71.71,78,94,17.11
406,Ilebo,CD,2022-06-12 22:47:03,-4.3167,20.5833,72.81,58,66,1.77
407,Krasnoarmeysk,RU,2022-06-12 22:47:03,51.0239,45.6969,53.4,85,1,6.29
408,Broken Hill,AU,2022-06-12 22:47:04,-31.95,141.4333,45.68,77,25,3.31
409,El Paso,US,2022-06-12 22:43:12,31.8001,-106.2005,104.7,9,40,11.5
410,Iqaluit,CA,2022-06-12 22:47:05,63.7506,-68.5145,42.53,65,100,17.27
411,Atar,MR,2022-06-12 22:48:05,20.5169,-13.0499,97.61,8,10,5.84
412,Mezen,RU,2022-06-12 22:48:06,65.8522,44.24,55.17,63,100,9.86
413,Nis,FR,2022-06-12 22:48:06,43.7031,7.2661,75.47,69,0,3.44
414,Encheng,CN,2022-06-12 22:48:07,22.1839,112.3026,82.96,84,100,6.02
415,Tabas,IR,2022-06-12 22:48:08,33.5959,56.9244,84.76,23,1,3.65
416,Stokmarknes,NO,2022-06-12 22:48:08,68.5646,14.9108,48.18,87,100,6.91
417,Aksu,CN,2022-06-12 22:48:09,41.1231,80.2644,79.45,17,92,6.24
418,Athabasca,CA,2022-06-12 22:48:09,54.7169,-113.2854,70.21,42,21,3.85
419,Canby,US,2022-06-12 22:48:10,45.2629,-122.6926,59.18,80,100,6.91
420,Luanda,AO,2022-06-12 22:47:38,-8.8368,13.2343,73.4,88,75,5.75
421,Elk River,US,2022-06-12 22:46:42,45.3038,-93.5672,81.46,66,87,5.99
422,Dongsheng,CN,2022-06-12 22:48:11,39.8161,109.9776,59.95,44,3,15.88
423,Taoudenni,ML,2022-06-12 22:48:11,22.6783,-3.9836,94.77,25,34,16.62
424,Kaitong,CN,2022-06-12 22:48:12,44.8135,123.15,65.53,78,93,18.34
425,Maningrida,AU,2022-06-12 22:48:12,-12.0667,134.2667,68.04,73,41,12.44
426,Ust-Koksa,RU,2022-06-12 22:48:13,50.2696,85.6108,59.2,82,99,0.89
427,Verkhnevilyuysk,RU,2022-06-12 22:48:13,63.4453,120.3167,52.83,82,75,6.17
428,Marawi,PH,2022-06-12 22:48:14,7.9986,124.2928,72.37,88,84,1.39
429,Manadhoo,MV,2022-06-12 22:48:15,5.7667,73.3833,82.42,77,100,7.47
430,Deputatskiy,RU,2022-06-12 22:48:15,69.3,139.9,59.67,38,0,17.92
431,Luis Correia,BR,2022-06-12 22:48:15,-2.8792,-41.6669,77.77,85,83,7.83
432,Kachug,RU,2022-06-12 22:48:16,53.9606,105.8817,60.33,54,100,1.19
433,Ambilobe,MG,2022-06-12 22:45:32,-13.2,49.05,66.72,85,24,3.47
434,Sahibganj,IN,2022-06-12 22:48:17,25.25,87.65,85.51,71,98,8.1
435,Nemuro,JP,2022-06-12 22:48:17,43.3236,145.575,46.18,96,100,18.32
436,Galesong,ID,2022-06-12 22:48:18,-5.3166,119.3661,75.22,91,100,7.34
437,Tiznit,MA,2022-06-12 22:48:18,29.5833,-9.5,72.41,67,38,2.59
438,Reading,GB,2022-06-12 22:48:19,51.4562,-0.9711,58.75,73,75,1.14
439,Inhambane,MZ,2022-06-12 22:48:19,-23.865,35.3833,66.78,84,1,3.6
440,Kapit,MY,2022-06-12 22:48:20,2.0167,112.9333,72.99,99,100,0.47
441,Krasnyy Chikoy,RU,2022-06-12 22:48:20,50.3643,108.7512,56.95,55,24,1.7
442,Goroka,PG,2022-06-12 22:48:20,-6.0834,145.3873,67.55,73,20,2.93
443,Doha,QA,2022-06-12 22:45:58,25.2867,51.5333,86.31,70,0,6.91
444,Guilin,CN,2022-06-12 22:48:21,25.2819,110.2864,73.51,99,100,1.68
445,Ternate,ID,2022-06-12 22:48:22,0.8,127.4,81.0,78,100,3.87
446,Tsumeb,NA,2022-06-12 22:48:22,-19.2333,17.7167,56.95,48,0,7.85
447,Samarai,PG,2022-06-12 22:48:22,-10.6167,150.6667,82.27,76,29,9.48
448,Douala,CM,2022-06-12 22:48:23,4.0483,9.7043,74.62,96,100,3.91
449,Gigmoto,PH,2022-06-12 22:48:23,13.7796,124.39,84.0,76,82,6.31
450,Merced,US,2022-06-12 22:45:19,37.1666,-120.7516,91.63,32,0,20.18
451,Cananeia,BR,2022-06-12 22:48:24,-25.0147,-47.9267,56.12,62,0,1.9
452,Ambulu,ID,2022-06-12 22:48:25,-8.345,113.6058,74.93,91,70,2.82
453,Hearst,CA,2022-06-12 22:48:25,49.6835,-83.6665,64.65,59,98,5.03
454,Qostanay,KZ,2022-06-12 22:48:26,53.1667,63.5833,53.89,82,40,11.18
455,Ejura,GH,2022-06-12 22:48:26,7.3856,-1.3562,72.16,90,55,4.65
456,Rimouski,CA,2022-06-12 22:45:01,48.4488,-68.524,66.38,86,100,7.9
457,Katsuura,JP,2022-06-12 22:49:27,35.1333,140.3,68.45,70,100,6.58
458,Ailigandi,PA,2022-06-12 22:49:27,9.2333,-78.0167,79.52,83,95,2.93
459,Rijeka,HR,2022-06-12 22:49:28,45.3431,14.4092,70.77,70,0,5.99
460,Kysyl-Syr,RU,2022-06-12 22:49:29,63.8986,122.7617,52.99,81,86,7.4
461,Gamba,GA,2022-06-12 22:49:29,-2.65,10.0,74.97,90,10,6.2
462,Hovd,MN,2022-06-12 22:49:29,48.0056,91.6419,68.74,37,0,6.02
463,Norman Wells,CA,2022-06-12 22:49:30,65.282,-126.8329,41.04,93,100,13.8
464,Curvelo,BR,2022-06-12 22:49:31,-18.7564,-44.4308,72.34,50,100,2.28
465,Agoura Hills,US,2022-06-12 22:49:31,34.1364,-118.7745,92.26,49,10,10.49
466,Thaba Nchu,ZA,2022-06-12 22:49:32,-29.2093,26.839,43.83,50,94,5.75
467,Warwick,US,2022-06-12 22:49:32,41.7001,-71.4162,72.55,76,100,13.8
468,Diplo,PK,2022-06-12 22:49:33,24.4667,69.584,83.55,70,6,7.78
469,Belaya Gora,RU,2022-06-12 22:49:33,68.5333,146.4167,68.7,32,7,9.75
470,Tahta,EG,2022-06-12 22:49:34,26.7693,31.5021,86.0,27,0,10.58
471,Monte Alegre,BR,2022-06-12 22:49:34,-2.0078,-54.0692,74.84,94,16,3.15
472,Abha,SA,2022-06-12 22:49:35,18.2164,42.5053,69.62,46,0,0.0
473,Vao,NC,2022-06-12 22:49:35,-22.6667,167.4833,71.35,75,100,8.01
474,Ukiah,US,2022-06-12 22:46:30,39.1502,-123.2078,69.69,66,20,9.22
475,Sao Teotonio,PT,2022-06-12 22:49:36,37.5128,-8.7071,67.98,58,0,2.75
476,Abu Dhabi,AE,2022-06-12 22:47:37,24.4667,54.3667,87.91,87,0,9.22
477,Kudahuvadhoo,MV,2022-06-12 22:49:37,2.6708,72.8944,83.41,71,100,8.3
478,Isla Mujeres,MX,2022-06-12 22:49:37,21.2311,-86.731,86.16,76,4,10.45
479,Dandong,CN,2022-06-12 22:49:38,40.1292,124.3947,68.11,77,100,7.52
480,Billings,US,2022-06-12 22:49:12,45.7833,-108.5007,65.97,68,100,12.66
481,Guantanamo,CU,2022-06-12 22:44:46,20.1444,-75.2092,85.57,62,39,5.59
482,Sao Miguel Do Araguaia,BR,2022-06-12 22:49:39,-13.275,-50.1628,77.65,45,94,5.77
483,Naryan-Mar,RU,2022-06-12 22:49:40,67.6713,53.087,45.55,58,73,7.16
484,Edd,ER,2022-06-12 22:49:40,13.9297,41.6925,88.11,60,100,6.62
485,Galle,LK,2022-06-12 22:49:41,6.0367,80.217,80.02,82,100,15.75
486,Southbridge,US,2022-06-12 22:49:41,42.0751,-72.0334,71.56,79,86,1.01
487,Bougouni,ML,2022-06-12 22:49:41,11.417,-7.479,83.61,58,81,8.61
488,Akhmeta,GE,2022-06-12 22:49:42,42.0311,45.2075,68.52,93,92,2.71
489,Smolenka,RU,2022-06-12 22:49:42,52.1352,113.4974,51.87,100,37,0.0
490,Ahome,MX,2022-06-12 22:49:42,25.9167,-109.1833,91.96,37,9,13.11
491,Tual,ID,2022-06-12 22:49:43,-5.6667,132.75,83.12,74,100,11.1
492,Ust-Ishim,RU,2022-06-12 22:49:43,57.6935,71.1665,52.63,99,79,5.93
493,Mundra,IN,2022-06-12 22:49:44,22.85,69.7333,84.15,68,12,4.18
494,Sikasso,ML,2022-06-12 22:49:44,10.9167,-7.0,81.95,63,96,5.5
495,Yaan,NG,2022-06-12 22:49:45,7.3833,8.5667,73.51,92,87,4.97
496,Aasiaat,GL,2022-06-12 22:49:45,68.7098,-52.8699,33.94,83,100,12.24
497,Skjervoy,NO,2022-06-12 22:49:46,70.0311,20.9714,44.6,80,96,5.95
498,Los Barrios,ES,2022-06-12 22:49:47,36.1848,-5.4921,73.24,60,20,18.41
499,Vostok,RU,2022-06-12 22:48:04,46.4856,135.8833,62.62,51,4,1.66
500,Black Diamond,US,2022-06-12 22:49:47,47.3087,-122.0032,58.98,88,100,1.99
501,Bulgan,MN,2022-06-12 22:50:48,48.8125,103.5347,60.46,48,50,1.34
502,Amaga,CO,2022-06-12 22:50:48,6.04,-75.7031,76.91,93,93,2.06
503,Guayanilla,PR,2022-06-12 22:50:48,18.0191,-66.7918,85.14,76,4,3.0
504,Ilovka,RU,2022-06-12 22:50:49,50.7053,38.637,62.71,96,100,6.49
505,Mosalsk,RU,2022-06-12 22:50:49,54.4881,34.9817,57.36,94,10,2.42
506,Port Hedland,AU,2022-06-12 22:50:50,-20.3167,118.5667,68.05,42,82,8.05
507,Carutapera,BR,2022-06-12 22:50:50,-1.195,-46.02,75.96,86,63,5.86
508,Buala,SB,2022-06-12 22:50:51,-8.145,159.5921,83.79,68,13,5.57
509,Balkhash,KZ,2022-06-12 22:50:52,46.844,74.9804,70.32,49,100,7.74
510,Otake,JP,2022-06-12 22:50:52,34.2,132.2167,69.24,60,75,12.66
511,Henties Bay,NA,2022-06-12 22:50:52,-22.116,14.2845,63.46,60,0,5.03
512,Acapulco,MX,2022-06-12 22:50:53,16.8634,-99.8901,84.65,68,37,9.24
513,Natal,BR,2022-06-12 22:46:01,-5.795,-35.2094,80.82,89,20,6.91
514,Aksarka,RU,2022-06-12 22:50:54,66.5606,67.7975,39.9,80,100,25.5
515,Cockburn Town,TC,2022-06-12 22:50:49,21.4612,-71.1419,84.16,70,40,18.41
516,Hambantota,LK,2022-06-12 22:50:55,6.1241,81.1185,80.38,78,90,15.82
517,Lazaro Cardenas,MX,2022-06-12 22:50:55,17.9583,-102.2,86.0,65,28,10.94
518,Carora,VE,2022-06-12 22:50:56,10.1755,-70.0827,78.21,64,100,13.13
519,Poli,TZ,2022-06-12 22:50:56,-3.3333,36.8,61.07,90,90,3.96
520,Mtinko,TZ,2022-06-12 22:50:57,-4.55,34.85,61.02,75,99,10.31
521,Sechura,PE,2022-06-12 22:50:57,-5.5569,-80.8222,69.08,66,26,17.94
522,Shaowu,CN,2022-06-12 22:50:58,27.3409,117.4831,71.98,100,100,2.44
523,Lasa,IT,2022-06-12 22:50:58,46.6166,10.7002,65.28,61,1,2.91
524,Paamiut,GL,2022-06-12 22:50:59,61.994,-49.6678,35.74,79,83,24.47
525,Morristown,US,2022-06-12 22:50:22,36.214,-83.2949,86.05,63,0,4.61
526,Carroll,US,2022-06-12 22:50:59,39.5501,-77.0164,81.27,62,72,4.0
527,Porbandar,IN,2022-06-12 22:51:00,21.6422,69.6093,83.48,73,62,4.03
528,Dingle,PH,2022-06-12 22:51:00,10.9995,122.6711,80.33,82,76,2.35
529,Englehart,CA,2022-06-12 22:51:00,47.8169,-79.8664,59.56,67,100,10.36
530,Raga,SS,2022-06-12 22:51:01,8.4596,25.678,71.29,87,72,4.59
531,Araouane,ML,2022-06-12 22:51:01,18.9048,-3.5265,90.82,27,18,15.64
532,Eskilstuna,SE,2022-06-12 22:51:02,59.3666,16.5077,56.98,77,59,11.99
533,Dong Xoai,VN,2022-06-12 22:51:02,11.5333,106.9167,74.25,95,88,2.86
534,Jackson,US,2022-06-12 22:48:30,42.4165,-122.8345,57.02,76,100,3.24
535,Porto Novo,BJ,2022-06-12 22:50:07,6.4965,2.6036,77.0,86,97,6.13
536,Kedrovyy,RU,2022-06-12 22:51:03,56.1667,91.8167,64.81,94,31,4.16
537,Usinsk,RU,2022-06-12 22:51:04,65.9939,57.5281,40.39,58,0,9.8
538,Peniche,PT,2022-06-12 22:51:04,39.3558,-9.3811,66.11,91,7,8.7
539,Galt,US,2022-06-12 22:51:05,38.2546,-121.3,85.68,56,40,19.62
540,Severo-Kurilsk,RU,2022-06-12 22:51:05,50.6789,156.125,45.3,86,39,9.1
541,Bandarbeyla,SO,2022-06-12 22:51:06,9.4942,50.8122,79.32,76,88,28.19
542,Grootfontein,NA,2022-06-12 22:51:06,-19.5667,18.1167,42.37,75,0,1.14
543,Egvekinot,RU,2022-06-12 22:51:07,66.3167,-179.1667,43.86,42,100,1.05
544,Gat,IL,2022-06-12 22:51:07,31.61,34.7642,74.08,100,31,7.78
545,Pokrovskoye,RU,2022-06-12 22:51:08,47.4157,38.8971,70.02,59,9,11.59
546,Trairi,BR,2022-06-12 22:49:30,-3.2778,-39.2689,76.44,82,63,6.96
547,Hongjiang,CN,2022-06-12 22:51:08,27.11,109.9956,68.72,99,100,2.48
548,Bontang,ID,2022-06-12 22:52:09,0.1333,117.5,76.12,90,100,3.56
549,Aklavik,CA,2022-06-12 22:52:09,68.2191,-135.0107,43.92,70,96,13.89
550,Ostrovnoy,RU,2022-06-12 22:52:10,68.0531,39.5131,53.74,83,100,12.1
551,Sijunjung,ID,2022-06-12 22:52:11,-0.6876,100.9537,71.04,98,100,1.9
552,Albox,ES,2022-06-12 22:52:11,37.3886,-2.1495,73.33,24,71,0.69
553,Oriximina,BR,2022-06-12 22:52:12,-1.7656,-55.8661,75.42,92,40,1.88
554,Prince Albert,CA,2022-06-12 22:52:13,53.2001,-105.7677,75.15,38,100,3.44
555,Muvattupula,IN,2022-06-12 22:52:13,9.9667,76.5833,74.95,94,100,1.03
556,Macia,MZ,2022-06-12 22:52:14,-25.0269,33.0989,57.25,78,0,5.73
557,Datong,CN,2022-06-12 22:52:14,40.0936,113.2914,64.98,42,33,7.23
558,Benjamin Hill,MX,2022-06-12 22:52:14,30.1667,-111.1,103.86,16,3,9.69
559,Rosendal,NO,2022-06-12 22:52:15,59.9867,6.0135,51.51,90,92,6.49
560,Pafos,CY,2022-06-12 22:52:15,34.7667,32.4167,73.18,78,40,11.5
561,Upata,VE,2022-06-12 22:52:16,8.0086,-62.3989,72.19,96,96,4.09
562,Marang,MY,2022-06-12 22:52:16,5.2056,103.2059,76.93,88,99,2.98
563,Umm Lajj,SA,2022-06-12 22:52:17,25.0213,37.2685,83.14,70,0,4.5
564,Ugra,RU,2022-06-12 22:52:18,54.7777,34.3267,56.7,96,10,1.41
565,Banepa,NP,2022-06-12 22:52:18,27.6298,85.5214,66.52,94,75,8.05
566,Spornoye,RU,2022-06-12 22:52:19,50.8448,37.2913,59.05,93,51,6.82
567,Puerto Madero,MX,2022-06-12 22:52:19,14.7208,-92.4215,80.53,76,88,1.9
568,Buraydah,SA,2022-06-12 22:52:20,26.326,43.975,90.05,11,0,8.84
569,Aviles,ES,2022-06-12 22:52:20,43.5547,-5.9248,63.79,91,75,4.61
570,Glushkovo,RU,2022-06-12 22:52:21,51.3392,34.6328,58.48,90,18,4.09
571,Bonfim,BR,2022-06-12 22:51:13,3.0833,-59.95,73.22,90,90,4.74
572,Sao Jose Do Belmonte,BR,2022-06-12 22:48:10,-7.8614,-38.7597,73.06,80,85,5.32
